timestamp,kw_import,kw_export,kvar_import,kvar_export
2024-11-01 00:00:00,663.8659371613418,0.0,199.0,0.0
2024-11-01 00:30:00,633.8664008728592,0.0,180.0,0.0
2024-11-01 01:00:00,652.3594512721357,0.0,177.99999999999997,0.0
2024-11-01 01:30:00,649.3556489783265,0.0,170.0,0.0
2024-11-01 02:00:00,586.9229253942295,0.0,170.0,0.0
2024-11-01 02:30:00,611.158287051784,0.0,171.0,0.0
2024-11-01 03:00:00,618.8934898445224,0.0,187.0,0.0
2024-11-01 03:30:00,677.9192833558315,0.0,187.0,0.0
2024-11-01 04:00:00,716.2634961762869,0.0,196.0,0.0
2024-11-01 04:30:00,588.9028543325471,0.0,194.0,0.0
2024-11-01 05:00:00,703.5089470830892,0.0,190.99999999999997,0.0
2024-11-01 05:30:00,638.0446610695423,0.0,181.00000000000003,0.0
2024-11-01 06:00:00,670.6419657482692,0.0,181.0,0.0
2024-11-01 06:30:00,621.3459547839224,0.0,172.0,0.0
2024-11-01 07:00:00,652.892189974698,0.0,173.00000000000003,0.0
2024-11-01 07:30:00,585.8198039157337,0.0,160.0,0.0
2024-11-01 08:00:00,354.8118722858903,0.0,92.0,0.0
2024-11-01 08:30:00,125.58292729618161,0.0,8.0,4.0
2024-11-01 09:00:00,76.66700664430113,0.0,0.0,15.0
2024-11-01 09:30:00,107.9021481522316,0.0,12.0,10.0
2024-11-01 10:00:00,152.30945598743165,0.0,25.0,0.0
2024-11-01 10:30:00,148.9889777173013,0.0,26.0,0.0
2024-11-01 11:00:00,144.04923656955077,0.0,26.0,0.0
2024-11-01 11:30:00,139.453081379844,0.0,26.0,0.0
2024-11-01 12:00:00,142.59071853821752,0.0,23.0,0.0
2024-11-01 12:30:00,143.86665243169116,0.0,23.0,0.0
2024-11-01 13:00:00,131.19130279945074,0.0,50.0,0.0
2024-11-01 13:30:00,139.76728434128034,0.0,65.0,0.0
2024-11-01 14:00:00,132.73838955387836,0.0,66.0,0.0
2024-11-01 14:30:00,138.99495622212348,0.0,63.0,0.0
2024-11-01 15:00:00,152.00594395957367,0.0,60.0,0.0
2024-11-01 15:30:00,133.9642583038998,0.0,60.0,0.0
2024-11-01 16:00:00,147.4168489704056,0.0,61.0,0.0
2024-11-01 16:30:00,163.84892498795662,0.0,61.0,0.0
2024-11-01 17:00:00,154.92672561487495,0.0,64.0,0.0
2024-11-01 17:30:00,146.41090930220489,0.0,65.0,0.0
2024-11-01 18:00:00,105.33509400177223,0.0,33.0,0.0
2024-11-01 18:30:00,79.02980555206314,0.0,18.0,0.0
2024-11-01 19:00:00,75.37394736022414,0.0,17.0,0.0
2024-11-01 19:30:00,85.97318663322329,0.0,17.0,0.0
2024-11-01 20:00:00,92.71168501096393,0.0,22.0,0.0
2024-11-01 20:30:00,96.93933488826738,0.0,22.0,0.0
2024-11-01 21:00:00,91.25880860290873,0.0,25.000000000000004,0.0
2024-11-01 21:30:00,93.81851542034421,0.0,22.0,0.0
2024-11-01 22:00:00,97.73137282616882,0.0,24.0,0.0
2024-11-01 22:30:00,81.27253241113947,0.0,26.0,0.0
2024-11-01 23:00:00,80.50720150041863,0.0,28.0,0.0
2024-11-01 23:30:00,77.34699380933617,0.0,26.999999999999996,0.0
2024-11-02 00:00:00,545.2016397292417,0.0,125.0,0.0
2024-11-02 00:30:00,575.1834147370232,0.0,117.17021276595746,0.0
2024-11-02 01:00:00,520.3944883224217,0.0,117.0,0.0
2024-11-02 01:30:00,552.0495195216042,0.0,117.0,0.0
2024-11-02 02:00:00,548.3120139495697,0.0,126.14893617021276,0.0
2024-11-02 02:30:00,530.9274163517952,0.0,130.5744680851064,0.0
2024-11-02 03:00:00,562.8126980079716,0.0,126.63829787234043,0.0
2024-11-02 03:30:00,605.1032027331286,0.0,125.14893617021276,0.0
2024-11-02 04:00:00,532.6128025968679,0.0,123.34042553191489,0.0
2024-11-02 04:30:00,554.5862849726542,0.0,123.80851063829788,0.0
2024-11-02 05:00:00,515.9404581062927,0.0,121.63829787234043,0.0
2024-11-02 05:30:00,509.5712307986085,0.0,121.0,0.0
2024-11-02 06:00:00,520.5873845385287,0.0,120.25531914893617,0.0
2024-11-02 06:30:00,525.0627094550321,0.0,117.1063829787234,0.0
2024-11-02 07:00:00,521.9602479805609,0.0,116.70212765957447,0.0
2024-11-02 07:30:00,410.3549982844123,0.0,90.44680851063833,0.0
2024-11-02 08:00:00,282.5629650971361,0.0,80.6382978723404,0.0
2024-11-02 08:30:00,308.2135774429276,0.0,101.78723404255314,0.0
2024-11-02 09:00:00,401.5352276465257,0.0,132.12765957446803,0.0
2024-11-02 09:30:00,407.7300839671493,0.0,141.0212765957447,0.0
2024-11-02 10:00:00,435.6432441320569,0.0,141.87234042553192,0.0
2024-11-02 10:30:00,446.13190950405715,0.0,148.9787234042553,0.0
2024-11-02 11:00:00,418.0977297409504,0.0,150.87234042553192,0.0
2024-11-02 11:30:00,438.0880533474623,0.0,148.48936170212767,0.0
2024-11-02 12:00:00,402.082796205676,0.0,154.36170212765958,0.0
2024-11-02 12:30:00,459.9892146140617,0.0,161.93617021276594,0.0
2024-11-02 13:00:00,450.14291037156926,0.0,162.1063829787234,0.0
2024-11-02 13:30:00,450.5285474011534,0.0,160.14893617021278,0.0
2024-11-02 14:00:00,481.3552723858581,0.0,159.0,0.0
2024-11-02 14:30:00,448.8543299673212,0.0,159.0,0.0
2024-11-02 15:00:00,458.86895744914284,0.0,163.70212765957444,0.0
2024-11-02 15:30:00,538.5085373369162,0.0,172.68085106382978,0.0
2024-11-02 16:00:00,534.9584236170446,0.0,176.87234042553192,0.0
2024-11-02 16:30:00,452.80625337060656,0.0,191.93617021276583,0.0
2024-11-02 17:00:00,447.1075765863344,0.0,208.02127659574475,0.0
2024-11-02 17:30:00,402.2036738661297,0.0,168.44680851063868,0.5106382978723332
2024-11-02 18:00:00,224.9921319838587,0.0,69.70212765957477,5.744680851063777
2024-11-02 18:30:00,87.29585976983093,0.0,0.0,18.42553191489361
2024-11-02 19:00:00,84.75663423045378,0.0,0.0,19.425531914893625
2024-11-02 19:30:00,86.29757773270033,0.0,0.6808510638297776,14.106382978723444
2024-11-02 20:00:00,110.79628768156705,0.0,4.148936170212764,0.0
2024-11-02 20:30:00,111.3233920761915,0.0,5.255319148936167,0.0
2024-11-02 21:00:00,105.63193497872216,0.0,6.7872340425531945,0.10638297872340274
2024-11-02 21:30:00,101.84409342974158,0.0,5.085106382978722,0.9148936170212778
2024-11-02 22:00:00,104.48230006740819,0.0,5.872340425531917,0.06382978723404165
2024-11-02 22:30:00,111.94041865475353,0.0,5.234042553191472,0.9574468085106389
2024-11-02 23:00:00,110.08905306846961,0.0,33.34042553191489,0.0
2024-11-02 23:30:00,108.97854264702514,0.0,49.0,0.0
