forecast_made_at,target_ts,horizon_steps,median,p10,p90,actual
2025-11-30 21:00:00,2025-11-30 21:30:00,1,1021.1122588082745,881.6634572297087,1111.2519352933305,889.0
2025-11-30 21:00:00,2025-11-30 22:00:00,2,1080.7685025241774,837.2729196556544,1205.6042051195234,916.0
2025-11-30 21:00:00,2025-11-30 22:30:00,3,1015.04008619676,889.3767082642755,1196.8874560080565,926.0
2025-11-30 21:00:00,2025-11-30 23:00:00,4,957.6369960383707,852.6072836856667,1232.5349978123231,975.0
2025-11-30 21:00:00,2025-11-30 23:30:00,5,997.1522035184347,898.9681962857819,1121.0571530512962,898.0
2025-11-30 21:00:00,2025-12-01 00:00:00,6,1035.14127391022,852.1833513557532,1137.7230276257885,901.0
2025-11-30 21:00:00,2025-12-01 00:30:00,7,838.2050265494363,662.9163111867391,1071.2171730244938,599.0
2025-11-30 21:00:00,2025-12-01 01:00:00,8,820.014164577181,706.2059696335717,1163.3188215714792,588.0
2025-11-30 21:00:00,2025-12-01 01:30:00,9,912.9105510558735,814.3196219255211,1135.286350802815,848.0
2025-11-30 21:00:00,2025-12-01 02:00:00,10,898.927241475424,898.927241475424,1181.8047881683199,1038.0
2025-11-30 21:00:00,2025-12-01 02:30:00,11,865.2546548475716,782.9709874920444,1220.1786265773746,968.0
2025-11-30 21:00:00,2025-12-01 03:00:00,12,940.0391310447889,804.4744094945314,1207.1814791232366,925.0
2025-11-30 21:00:00,2025-12-01 03:30:00,13,968.1783279772388,853.4651711891007,1205.955556153297,1006.0
2025-11-30 21:00:00,2025-12-01 04:00:00,14,996.3175249096888,902.45593288367,1204.7296331833577,996.0
2025-11-30 21:00:00,2025-12-01 04:30:00,15,981.4656843784762,881.5250977330634,1188.9623761767698,956.0
2025-11-30 21:00:00,2025-12-01 05:00:00,16,966.6138438472635,860.5942625824566,1173.1951191701817,957.0
2025-11-30 21:00:00,2025-12-01 05:30:00,17,936.5776926396209,817.8403009404917,1162.0739966068109,954.0
2025-11-30 21:00:00,2025-12-01 06:00:00,18,906.5415414319781,775.0863392985269,1150.95287404344,845.0
2025-11-30 21:00:00,2025-12-01 06:30:00,19,909.031484357714,745.0460847042268,1107.8305314521283,654.0
2025-11-30 21:00:00,2025-12-01 07:00:00,20,911.52142728345,715.0058301099267,1064.7081888608166,953.0
2025-11-30 21:00:00,2025-12-01 07:30:00,21,888.1644875127593,729.8475536601916,1078.4900129971609,925.0
2025-11-30 21:00:00,2025-12-01 08:00:00,22,864.8075477420684,744.6892772104566,1092.2718371335052,726.0
2025-11-30 21:00:00,2025-12-01 08:30:00,23,1010.667349950553,791.2711562345849,1098.0783431902782,941.0
2025-11-30 21:00:00,2025-12-01 09:00:00,24,1156.5271521590375,837.853035258713,1156.5271521590375,1213.0
2025-11-30 21:00:00,2025-12-01 09:30:00,25,1153.973883122092,847.7735612267643,1153.973883122092,1098.0
2025-11-30 21:00:00,2025-12-01 10:00:00,26,1151.4206140851468,857.6940871948156,1163.9351791020886,1062.0
2025-11-30 21:00:00,2025-12-01 10:30:00,27,1148.8673450482015,867.6146131628668,1193.960344029607,904.0
2025-11-30 21:00:00,2025-12-01 11:00:00,28,1146.314076011256,877.5351391309181,1223.9855089571256,824.0
2025-11-30 21:00:00,2025-12-01 11:30:00,29,1078.7259822362357,852.977160244157,1206.8968099205983,861.0
2025-11-30 21:00:00,2025-12-01 12:00:00,30,1011.1378884612157,828.4191813573959,1189.808110884071,874.0
2025-11-30 21:00:00,2025-12-01 12:30:00,31,943.5497946861954,803.8612024706349,1172.719411847544,853.0
2025-11-30 21:00:00,2025-12-01 13:00:00,32,875.9617009111752,779.3032235838738,1155.6307128110168,795.0
2025-11-30 21:00:00,2025-12-01 13:30:00,33,941.2927087668617,824.9720859019606,1185.2635064368214,402.0
