forecast_made_at,target_ts,horizon_steps,median,p10,p90,actual
2025-11-30 21:00:00,2025-11-30 21:30:00,1,975.4991315401309,802.9550398682594,999.6193634921452,889.0
2025-11-30 21:00:00,2025-11-30 22:00:00,2,1045.8944662792935,876.5492741999512,1161.2504095772504,916.0
2025-11-30 21:00:00,2025-11-30 22:30:00,3,987.9761498289738,853.2155754411959,1213.3419559587546,926.0
2025-11-30 21:00:00,2025-11-30 23:00:00,4,964.1330532023303,797.2790282235027,1214.5657279188094,975.0
2025-11-30 21:00:00,2025-11-30 23:30:00,5,1002.1957500747043,880.3756060088456,1216.1915922827523,898.0
2025-11-30 21:00:00,2025-12-01 00:00:00,6,1061.4007740367738,817.9336854629964,1197.3543942704862,901.0
2025-11-30 21:00:00,2025-12-01 00:30:00,7,873.5504839430579,775.0317861510606,1079.724558521706,599.0
2025-11-30 21:00:00,2025-12-01 01:00:00,8,849.2247307217751,681.870172207015,1162.2096130370126,588.0
2025-11-30 21:00:00,2025-12-01 01:30:00,9,913.033010496089,805.4269505182208,1155.236896423701,848.0
2025-11-30 21:00:00,2025-12-01 02:00:00,10,874.5861822214605,874.5861822214605,1217.232222579063,1038.0
2025-11-30 21:00:00,2025-12-01 02:30:00,11,912.5558993307426,748.3739843802454,1254.615445879699,968.0
2025-11-30 21:00:00,2025-12-01 03:00:00,12,937.3106621586628,843.4609669058702,1239.1750060211752,925.0
2025-11-30 21:00:00,2025-12-01 03:30:00,13,968.4793741954543,850.3794553074811,1223.368334814022,1006.0
2025-11-30 21:00:00,2025-12-01 04:00:00,14,999.6480862322459,857.297943709092,1207.561663606869,996.0
2025-11-30 21:00:00,2025-12-01 04:30:00,15,1020.9062512653663,841.5712689410964,1206.4527825883208,956.0
2025-11-30 21:00:00,2025-12-01 05:00:00,16,1042.1644162984867,825.8445941731007,1205.3439015697727,957.0
2025-11-30 21:00:00,2025-12-01 05:30:00,17,1001.4184332057507,804.6285410232063,1193.790288338191,954.0
2025-11-30 21:00:00,2025-12-01 06:00:00,18,960.6724501130149,783.4124878733118,1182.2366751066093,845.0
2025-11-30 21:00:00,2025-12-01 06:30:00,19,956.767095225727,755.6239473070955,1153.1467741590568,654.0
2025-11-30 21:00:00,2025-12-01 07:00:00,20,952.861740338439,727.8354067408793,1124.0568732115046,953.0
2025-11-30 21:00:00,2025-12-01 07:30:00,21,888.3637854309312,723.2628678658207,1042.1734479945105,925.0
2025-11-30 21:00:00,2025-12-01 08:00:00,22,823.8658305234235,718.690328990762,960.2900227775164,726.0
2025-11-30 21:00:00,2025-12-01 08:30:00,23,929.3407383390759,729.7809262938689,1066.1963409550672,941.0
2025-11-30 21:00:00,2025-12-01 09:00:00,24,1034.8156461547283,740.8715235969757,1172.102659132618,1213.0
2025-11-30 21:00:00,2025-12-01 09:30:00,25,1056.341708061544,765.095267385456,1182.839619359524,1098.0
2025-11-30 21:00:00,2025-12-01 10:00:00,26,1077.8677699683599,789.3190111739362,1193.57657958643,1062.0
2025-11-30 21:00:00,2025-12-01 10:30:00,27,1099.3938318751757,813.5427549624164,1204.313539813336,904.0
2025-11-30 21:00:00,2025-12-01 11:00:00,28,1120.9198937819915,837.7664987508967,1215.050500040242,824.0
2025-11-30 21:00:00,2025-12-01 11:30:00,29,1081.612334394472,817.4168186091147,1204.4850210007755,861.0
2025-11-30 21:00:00,2025-12-01 12:00:00,30,1042.304775006953,797.0671384673327,1193.9195419613088,874.0
2025-11-30 21:00:00,2025-12-01 12:30:00,31,1002.9972156194335,776.7174583255508,1183.3540629218423,853.0
2025-11-30 21:00:00,2025-12-01 13:00:00,32,963.6896562319142,756.3677781837687,1172.7885838823759,795.0
2025-11-30 21:00:00,2025-12-01 13:30:00,33,990.2084324673331,782.8838119817709,1196.7303263621382,402.0
2025-11-30 21:00:00,2025-12-01 14:00:00,34,1016.727208702752,809.3998457797732,1220.6720688419005,463.0
2025-11-30 21:00:00,2025-12-01 14:30:00,35,1043.2459849381707,835.9158795777754,1244.6138113216625,1001.0
2025-11-30 21:00:00,2025-12-01 15:00:00,36,1069.7647611735897,862.4319133757776,1268.5555538014248,1035.0
2025-11-30 21:00:00,2025-12-01 15:30:00,37,1124.4517568306724,886.4330755723865,1293.812863633868,962.0
2025-11-30 21:00:00,2025-12-01 16:00:00,38,1179.1387524877553,910.4342377689954,1319.070173466311,1181.0
2025-11-30 21:00:00,2025-12-01 16:30:00,39,1233.8257481448381,934.4353999656043,1344.327483298754,1142.0
2025-11-30 21:00:00,2025-12-01 17:00:00,40,1288.5127438019208,958.4365621622132,1369.584793131197,1274.0
2025-11-30 21:00:00,2025-12-01 17:30:00,41,1286.6701233575286,958.7963685597798,1374.2069010004077,805.0
2025-11-30 21:00:00,2025-12-01 18:00:00,42,1284.8275029131364,959.1561749573464,1378.829008869618,1348.0
2025-11-30 21:00:00,2025-12-01 18:30:00,43,1282.9848824687442,959.5159813549129,1383.4511167388287,1499.0
2025-11-30 21:00:00,2025-12-01 19:00:00,44,1281.142262024352,959.8757877524795,1388.0732246080393,1432.0
2025-11-30 21:00:00,2025-12-01 19:30:00,45,1247.6249046108496,965.4981719343343,1348.787086999498,1486.0
2025-11-30 21:00:00,2025-12-01 20:00:00,46,1214.1075471973472,971.1205561161892,1309.5009493909565,1305.0
2025-11-30 21:00:00,2025-12-01 20:30:00,47,1180.5901897838448,976.742940298044,1270.214811782415,1103.0
2025-11-30 21:00:00,2025-12-01 21:00:00,48,1147.0728323703424,982.3653244798988,1230.9286741738736,1313.0
2025-11-30 21:30:00,2025-11-30 22:00:00,1,1022.3588927015019,915.7970336492087,1087.2332413566,916.0
2025-11-30 21:30:00,2025-11-30 22:30:00,2,1051.1118839237965,832.8526092722797,1137.6110154639273,926.0
2025-11-30 21:30:00,2025-11-30 23:00:00,3,972.936302371433,835.0295856649311,1173.2743291270504,975.0
2025-11-30 21:30:00,2025-11-30 23:30:00,4,1007.0881581081785,768.8870926879109,1138.7851986369292,898.0
2025-11-30 21:30:00,2025-12-01 00:00:00,5,941.4173647092591,790.719632813534,1172.4085460385872,901.0
2025-11-30 21:30:00,2025-12-01 00:30:00,6,880.9572501833507,740.1870922418541,1114.6532098106156,599.0
2025-11-30 21:30:00,2025-12-01 01:00:00,7,832.5111261677553,704.6517353100893,936.1872813866129,588.0
2025-11-30 21:30:00,2025-12-01 01:30:00,8,930.2251155902388,743.2237093772197,1131.4433269379588,848.0
2025-11-30 21:30:00,2025-12-01 02:00:00,9,962.6182802012222,876.1191486610913,1125.6730321286127,1038.0
