forecast_made_at,target_ts,horizon_steps,median,p10,p90,actual
2025-11-30 21:00:00,2025-11-30 21:30:00,1,1006.4775780476872,831.6522509303251,1134.638737292197,889.0
2025-11-30 21:00:00,2025-11-30 22:00:00,2,1071.8259306332943,784.123158773943,1225.9264518236505,916.0
2025-11-30 21:00:00,2025-11-30 22:30:00,3,927.3130731359258,813.8036000932105,1172.7031947498335,926.0
2025-11-30 21:00:00,2025-11-30 23:00:00,4,992.7563950356775,846.0218824285055,1200.7623355692544,975.0
2025-11-30 21:00:00,2025-11-30 23:30:00,5,986.9311672775517,881.4018924932166,1166.9524083978947,898.0
2025-11-30 21:00:00,2025-12-01 00:00:00,6,948.3426295898694,744.1165119997358,1142.4932042105243,901.0
2025-11-30 21:00:00,2025-12-01 00:30:00,7,897.4135115082879,690.9609597168671,1162.0408914744548,599.0
2025-11-30 21:00:00,2025-12-01 01:00:00,8,846.4843934267063,637.8054074339984,1181.5885787383854,588.0
2025-11-30 21:00:00,2025-12-01 01:30:00,9,867.4787420117373,687.6177444495224,1166.361140956139,848.0
2025-11-30 21:00:00,2025-12-01 02:00:00,10,888.4730905967681,737.4300814650464,1151.1337031738926,1038.0
2025-11-30 21:00:00,2025-12-01 02:30:00,11,900.343050505991,756.201097247046,1130.1721465104138,968.0
2025-11-30 21:00:00,2025-12-01 03:00:00,12,912.213010415214,774.9721130290457,1109.2105898469347,925.0
2025-11-30 21:00:00,2025-12-01 03:30:00,13,935.2642670584655,812.6040054214377,1138.2043477335587,1006.0
2025-11-30 21:00:00,2025-12-01 04:00:00,14,958.315523701717,850.2358978138299,1167.198105620183,996.0
2025-11-30 21:00:00,2025-12-01 04:30:00,15,967.043116070758,840.8520572646642,1163.1902799911454,956.0
2025-11-30 21:00:00,2025-12-01 05:00:00,16,975.7707084397989,831.4682167154986,1159.1824543621078,957.0
2025-11-30 21:00:00,2025-12-01 05:30:00,17,965.1791094922125,767.111977938149,1103.5174448520625,954.0
2025-11-30 21:00:00,2025-12-01 06:00:00,18,954.5875105446261,702.7557391607994,1047.8524353420169,845.0
